grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
TH,Lifestyle,Cross Border,7427874405,3482454447,6900894358,220449879,152.71,5571.00,4991.00,15421.35,101.00,Shopee > CPT
ID,FMCG,Long Tail (LT),7258498174,8740197259,9775523058,4309209369,63.03,975806.00,813373.00,3466.90,55.00,Shopee > CPT
TH,Lifestyle,Non-Mall,9995689433,7839125229,7982428647,7928834906,327.24,11939.00,12260.00,63152.86,193.00,Shopee < CPT
ID,Electronics,Long Tail (LT),3424669419,6226972600,2226453594,8246880359,42.96,665056.00,601336.00,6701.90,156.00,Shopee > CPT
TH,FMCG,Mall,9323025488,4309691112,6048831255,9160475855,132.74,4843.00,4714.00,12211.53,92.00,Shopee > CPT
MY,Electronics,Mall,393212920,3841816288,3827688522,637719184,27.04,126.00,147.00,591.45,22.00,Shopee < CPT
ID,Fashion,Mall,5581903892,4864024773,6510339593,9878421519,0.49,7526.00,8139.00,79.24,163.00,Shopee < CPT
SG,FMCG,Cross Border,4544478352,8363069603,1469270809,6082353722,217.95,296.00,318.00,25861.02,119.00,Shopee < CPT
TH,Lifestyle,Cross Border,2229816500,9455179330,4137243531,5298481588,65.97,2407.00,2644.00,4749.81,72.00,Shopee < CPT
TH,Electronics,Non-Mall,4687167576,3600078723,3565023426,7942719651,19.42,708.00,832.00,3395.78,175.00,Shopee < CPT
TH,FMCG,Cross Border,4320542716,7234573022,9473084406,2673092096,63.79,2327.00,2446.00,12308.96,193.00,Shopee < CPT
SG,FMCG,Cross Border,4584475238,3838043387,5735179168,138646432,66.42,90.00,77.00,7004.15,106.00,Shopee > CPT
MY,Electronics,Cross Border,1585910156,24390419,6776824842,2457209557,10.81,50.00,49.00,1056.17,99.00,Shopee > CPT
PH,FMCG,Long Tail (LT),2232612316,7459284299,8389910390,6736282569,197.46,11173.00,11460.00,34357.80,174.00,Shopee < CPT
ID,Electronics,Long Tail (LT),6309624153,8129805718,2545078738,1910505986,162.96,2522755.00,2774426.00,1140.74,7.00,Shopee < CPT
SG,Lifestyle,Mall,7193227101,5870236791,2360350818,8963705458,342.72,466.00,429.00,63636.43,186.00,Shopee > CPT
PH,FMCG,Cross Border,9518209764,3105064270,291352168,4332781210,37.44,2118.00,2144.00,1422.38,38.00,Shopee < CPT
ID,Fashion,Non-Mall,5211717331,9153045730,6646260256,4442754132,319.52,4946318.00,5262199.00,10544.14,33.00,Shopee < CPT
MY,Lifestyle,Cross Border,3766184646,3760629327,865692542,1724432404,18.13,84.00,67.00,1218.76,68.00,Shopee > CPT
VN,Lifestyle,Mall,3654164211,8843664267,3546571453,8880725022,237.84,5786089.00,6436896.00,17600.27,74.00,Shopee < CPT
ID,Fashion,Long Tail (LT),2232293254,1499817364,7843400131,5166079008,51.81,802120.00,678575.00,7772.23,150.00,Shopee > CPT
TH,Fashion,Mall,8109158982,8479346205,22014502,9004269985,360.02,13135.00,12376.00,64799.31,180.00,Shopee > CPT
TH,Electronics,Mall,1941661096,3270184617,6084940582,2857392346,329.90,12037.00,12782.00,35629.51,108.00,Shopee < CPT
TH,Electronics,Non-Mall,1750983540,7153023776,2500406804,1955104078,59.10,2156.00,1767.00,6795.39,115.00,Shopee > CPT
ID,Fashion,Long Tail (LT),687033012,5056241577,4691647989,1062368127,137.81,2133340.00,1720751.00,13505.20,98.00,Shopee > CPT
VN,Lifestyle,Long Tail (LT),4952524682,387272515,3648870458,48650646,307.27,7474995.00,7649185.00,5838.04,19.00,Shopee < CPT
ID,Lifestyle,Cross Border,9174053297,4255901949,6505151836,4475567245,265.11,4104060.00,4069767.00,45864.31,173.00,Shopee > CPT
ID,Fashion,Non-Mall,4156262478,5854556449,358247047,7099500428,53.93,834876.00,831453.00,3020.13,56.00,Shopee > CPT
TH,Fashion,Non-Mall,625268316,4584787045,7805916419,4331290785,187.66,6847.00,7742.00,24207.94,129.00,Shopee < CPT
ID,Fashion,Cross Border,427275005,512696039,9549680144,9349717194,187.26,2898813.00,3289121.00,11984.37,64.00,Shopee < CPT
ID,Lifestyle,Non-Mall,2640893669,4732643271,8772293940,286580342,183.29,2837428.00,3112409.00,18512.34,101.00,Shopee < CPT
ID,Lifestyle,Non-Mall,9472249870,6815689180,2939277633,8337056387,19.02,294487.00,266167.00,3481.23,183.00,Shopee > CPT
PH,Fashion,Long Tail (LT),658342121,28556419,6911771577,4361943567,41.56,2351.00,2378.00,4778.12,115.00,Shopee < CPT
VN,FMCG,Non-Mall,4543087023,2052120394,9882800377,7280774092,33.33,810750.00,679360.00,3399.30,102.00,Shopee > CPT
PH,Lifestyle,Mall,8535254740,1311407476,8447578147,6444587989,336.78,19056.00,21918.00,40076.06,119.00,Shopee < CPT
ID,Electronics,Non-Mall,664131491,9339591408,3448511434,6244835121,19.79,306344.00,289932.00,2117.43,107.00,Shopee > CPT
ID,Lifestyle,Mall,1291771689,4285458166,2444737532,3752821920,128.98,1996647.00,2136852.00,21281.40,165.00,Shopee < CPT
PH,Fashion,Cross Border,5420969788,6178370394,4294006636,3495204553,48.36,2736.00,3091.00,5222.11,108.00,Shopee < CPT
PH,Lifestyle,Mall,4107724411,6385652383,7229426077,4713444847,23.18,1311.00,1511.00,4170.44,180.00,Shopee < CPT
SG,FMCG,Mall,6299891175,6086488940,8394589259,2163949935,114.12,155.00,129.00,910.39,8.00,Shopee > CPT
SG,Fashion,Cross Border,3531274117,2882001769,864862573,7684001982,130.78,178.00,194.00,11369.63,87.00,Shopee < CPT
SG,Lifestyle,Cross Border,3725633562,7078749402,2610401647,8163831271,35.14,47.00,53.00,2864.07,83.00,Shopee < CPT
ID,Fashion,Mall,4300485212,4197362227,6597833790,9407535000,1.17,18165.00,17221.00,89.18,76.00,Shopee > CPT
ID,FMCG,Non-Mall,9747221494,3521773057,9192138132,9889830077,86.60,1340588.00,1091321.00,15501.13,179.00,Shopee > CPT
TH,Lifestyle,Mall,3022820186,7559341338,9315586876,7849000370,232.69,8489.00,7558.00,46299.62,199.00,Shopee > CPT
VN,Electronics,Long Tail (LT),5285158976,3135748142,97087542,4756895933,92.88,2259575.00,2532269.00,743.05,8.00,Shopee < CPT
TH,Electronics,Non-Mall,7545336913,6797574580,1217616057,741190226,49.72,1814.00,1826.00,4524.25,91.00,Shopee < CPT
TH,Fashion,Cross Border,276760539,1091650080,1186051656,6245514097,320.99,11711.00,11966.00,43972.62,137.00,Shopee < CPT
ID,FMCG,Long Tail (LT),4557345224,8756003041,9706561768,9656335331,62.41,966177.00,1005818.00,9299.47,149.00,Shopee < CPT
ID,Electronics,Long Tail (LT),5520104128,7772334195,7546189571,6579213348,65.69,1016938.00,979425.00,4007.18,61.00,Shopee > CPT
TH,Electronics,Non-Mall,3705701631,6121149212,563975547,391442403,92.09,3359.00,2690.00,17031.37,185.00,Shopee > CPT
TH,Electronics,Cross Border,7882267296,4860280810,5165137383,192816800,382.30,13948.00,14623.00,42432.90,111.00,Shopee < CPT
SG,FMCG,Non-Mall,2210197215,7958062210,6958274936,2865888739,61.88,84.00,88.00,5735.47,93.00,Shopee < CPT
PH,Electronics,Cross Border,446753961,7048313270,2579154965,7050262855,223.57,12650.00,11434.00,36216.95,162.00,Shopee > CPT
TH,Fashion,Mall,2113357926,7663148538,3923285271,7315187838,120.18,4384.00,5026.00,6127.86,51.00,Shopee < CPT
MY,Fashion,Non-Mall,552168293,9438059161,3825152653,9950671126,21.28,99.00,86.00,1689.87,80.00,Shopee > CPT
ID,FMCG,Mall,2387354940,5936362103,7367040170,1342747397,107.90,1670303.00,1360560.00,11113.41,103.00,Shopee > CPT
SG,Electronics,Cross Border,4224303191,6221200050,1717074226,8066678664,344.99,469.00,491.00,64046.11,186.00,Shopee < CPT
ID,Electronics,Long Tail (LT),9183851336,4574273259,2173934642,3160668034,171.88,2660739.00,2295838.00,2578.15,15.00,Shopee > CPT
PH,Electronics,Cross Border,8713238977,6688883569,7096327612,8966894250,81.06,4586.00,5179.00,12724.48,157.00,Shopee < CPT
VN,Fashion,Cross Border,614903764,7001692106,832109409,7191280799,15.95,387957.00,350657.00,3014.03,189.00,Shopee > CPT
TH,Electronics,Non-Mall,2483334999,4174491444,5010101410,1692805565,129.20,4713.00,5068.00,3229.28,25.00,Shopee < CPT
SG,Fashion,Non-Mall,3190232609,8385370270,9566535074,6974501370,72.97,99.00,96.00,9448.99,130.00,Shopee > CPT
ID,Electronics,Mall,6616016721,924980499,5768058322,4529086675,139.79,2163981.00,1765829.00,1258.09,9.00,Shopee > CPT
ID,Electronics,Mall,8035209575,2582678126,5032371383,8174787554,109.31,1692109.00,2009223.00,7323.49,67.00,Shopee < CPT
PH,Electronics,Mall,4003043506,2868190036,6315878340,7895690489,341.08,19299.00,16405.00,17735.54,52.00,Shopee > CPT
ID,Fashion,Non-Mall,8432974787,4026121102,99740532,8329321953,201.13,3113518.00,2798059.00,5430.38,27.00,Shopee > CPT
ID,Fashion,Non-Mall,4542859618,8081038386,2423519053,7302320945,6.51,100745.00,107051.00,872.05,134.00,Shopee < CPT
PH,Fashion,Long Tail (LT),262682174,9667458149,548304772,5031126057,134.14,7590.00,7073.00,17437.79,130.00,Shopee > CPT
ID,FMCG,Long Tail (LT),697218310,8780875567,2678195878,5074082953,2.18,33692.00,38308.00,204.58,94.00,Shopee < CPT
MY,FMCG,Cross Border,2264631000,2320581093,6027385055,6483421612,7.92,37.00,43.00,868.41,110.00,Shopee < CPT
ID,Electronics,Cross Border,8893405455,705114664,2339535475,6145732169,78.23,1211004.00,1295983.00,1721.01,22.00,Shopee < CPT
PH,Electronics,Long Tail (LT),9503976770,949050876,3395554402,7062317753,161.42,9133.00,9808.00,3712.34,23.00,Shopee < CPT
ID,Electronics,Non-Mall,7324092155,4689577020,5680953107,726718666,102.60,1588236.00,1897863.00,12824.49,125.00,Shopee < CPT
ID,Fashion,Non-Mall,6210990231,2722331811,534600884,732605872,73.20,1133098.00,944194.00,6148.40,84.00,Shopee > CPT
ID,Electronics,Mall,9438503377,1511986740,4712125828,187076561,67.37,1042866.00,1059807.00,5254.58,78.00,Shopee < CPT
TH,Fashion,Cross Border,661929941,3875646511,5469700811,206192869,43.99,1604.00,1863.00,7341.56,167.00,Shopee < CPT
ID,Lifestyle,Cross Border,7852732811,3073151792,6138803376,6763366405,212.82,3294576.00,3107956.00,28943.66,136.00,Shopee > CPT
ID,Lifestyle,Cross Border,6776193093,2694576904,2685022807,3725814841,86.48,1338785.00,1100909.00,5102.44,59.00,Shopee > CPT
TH,FMCG,Cross Border,4332524479,5715309767,6335704948,9323773657,36.40,1328.00,1346.00,3093.75,85.00,Shopee < CPT
PH,Electronics,Cross Border,3519484966,5230885306,3997504896,1690725638,89.37,5057.00,5851.00,13673.85,153.00,Shopee < CPT
ID,Lifestyle,Mall,4998729570,6926830021,1034705622,7682821139,247.06,3824579.00,3683199.00,12105.83,49.00,Shopee > CPT
MY,Fashion,Mall,2427478917,7845596683,368150707,5189877260,34.82,163.00,159.00,2434.52,70.00,Shopee > CPT
TH,Fashion,Mall,3835285762,6388160481,5694016538,5070905445,84.17,3071.00,2863.00,14476.92,172.00,Shopee > CPT
TH,Lifestyle,Non-Mall,6039311519,6355509364,8248101021,9326783499,120.61,4400.00,5204.00,5667.85,47.00,Shopee < CPT
ID,FMCG,Long Tail (LT),3084516621,9840036255,8225923237,125226154,146.82,2272877.00,2144444.00,20995.54,143.00,Shopee > CPT
SG,Electronics,Mall,725928303,8697550599,6165380457,8245104105,383.10,521.00,470.00,49726.52,130.00,Shopee > CPT
ID,Fashion,Cross Border,3118644984,7697239082,5313443221,5991097221,198.90,3079102.00,3291953.00,9348.39,47.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8316777329,1670606259,5478322898,1512594668,353.81,5477161.00,6316388.00,24059.10,68.00,Shopee < CPT
PH,Fashion,Long Tail (LT),2084736932,4816552067,113849612,9151815285,298.15,16870.00,16475.00,36373.18,122.00,Shopee > CPT
ID,Fashion,Mall,3602777572,5796697313,1805182924,4292248605,219.65,3400221.00,3638806.00,33166.46,151.00,Shopee < CPT
ID,Fashion,Non-Mall,3019159199,8014209102,4184417355,5818153183,72.12,1116513.00,1046445.00,11395.57,158.00,Shopee > CPT
ID,Electronics,Mall,2788384701,9773990732,8369548978,6103313329,150.53,2330321.00,2202513.00,3161.19,21.00,Shopee > CPT
SG,Lifestyle,Mall,2484646534,505539714,2209355366,13365568,165.48,225.00,261.00,19823.06,120.00,Shopee < CPT
ID,Lifestyle,Mall,9376580490,4765679366,9192347247,5312690790,132.15,2045778.00,2382647.00,17179.75,130.00,Shopee < CPT
ID,Electronics,Long Tail (LT),5147021928,8628357597,74238915,7825785492,61.88,957941.00,1055777.00,9839.00,159.00,Shopee < CPT
ID,FMCG,Mall,3924736702,2055096423,3059152357,2441644970,24.87,385000.00,461780.00,2263.17,91.00,Shopee < CPT
ID,Lifestyle,Mall,6409620832,4263897081,6324192785,4139353327,320.01,4953948.00,5679680.00,28801.09,90.00,Shopee < CPT
MY,Fashion,Long Tail (LT),7264693634,6853595821,9873172842,4347535080,80.57,377.00,324.00,4665.49,58.00,Shopee > CPT
ID,Lifestyle,Mall,4372824936,4067961659,3634677594,5994710051,385.18,5962708.00,6325593.00,29658.51,77.00,Shopee < CPT
ID,Electronics,Non-Mall,9826550986,8510080842,277849635,1050566798,29.40,455090.00,488725.00,4586.03,156.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),376413509,3784867317,980311365,4613015598,345.46,5347940.00,5787053.00,29709.82,86.00,Shopee < CPT
SG,FMCG,Long Tail (LT),3863271565,8557169942,237934546,5907631800,257.40,350.00,305.00,16959.73,66.00,Shopee > CPT
TH,Lifestyle,Mall,7387519359,6883447542,2350322668,2095856765,5.57,203.00,199.00,956.96,172.00,Shopee > CPT
ID,Fashion,Cross Border,8894191479,4237671609,2074942942,9756758994,22.80,352943.00,377011.00,68.40,3.00,Shopee < CPT
ID,Electronics,Cross Border,8971892271,2904782707,3552772829,9493212577,397.96,6160600.00,5202561.00,22285.69,56.00,Shopee > CPT
TH,Lifestyle,Long Tail (LT),1353154227,5966388573,6763909332,8115365640,5.25,191.00,216.00,31.41,6.00,Shopee < CPT
MY,Lifestyle,Non-Mall,767275648,3153636715,2578714800,7934373740,188.87,885.00,827.00,11329.81,60.00,Shopee > CPT
MY,Lifestyle,Long Tail (LT),7055644317,2957613673,3146650439,3343443400,135.43,634.00,628.00,25296.42,187.00,Shopee > CPT
TH,Electronics,Mall,6782554901,2639270753,9648278544,1002200144,185.13,6754.00,6306.00,17215.19,93.00,Shopee > CPT
MY,Electronics,Cross Border,4034735534,5630575719,4166700276,7490384286,61.30,287.00,272.00,6980.96,114.00,Shopee > CPT
MY,Fashion,Cross Border,5773773485,4947070012,2200878349,3688578215,428.45,2008.00,2222.00,63837.84,149.00,Shopee < CPT
MY,Fashion,Non-Mall,4914813803,5817403013,8878429617,6223898789,124.70,584.00,537.00,16323.47,131.00,Shopee > CPT
SG,FMCG,Cross Border,7978206892,5502208910,5270153101,4819115150,95.02,129.00,145.00,13070.00,138.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),3203104441,3945938188,9454544343,5465263114,115.67,1790675.00,1628494.00,15500.17,134.00,Shopee > CPT
ID,FMCG,Long Tail (LT),9981780297,2503611022,4730946292,6529942592,199.61,3090095.00,3506951.00,22955.39,115.00,Shopee < CPT
ID,FMCG,Cross Border,9621469190,4739319290,1870394969,4082003712,470.56,7284568.00,6187804.00,6117.33,13.00,Shopee > CPT
TH,FMCG,Cross Border,9095759105,9725161585,6431951897,6502187156,334.67,12210.00,13629.00,51869.87,155.00,Shopee < CPT
TH,Fashion,Non-Mall,345455773,1333195161,6569752633,2953430653,25.09,915.00,744.00,2733.48,109.00,Shopee > CPT
ID,Fashion,Cross Border,7749702379,1997228812,8126150322,8524668793,228.82,3542244.00,3300812.00,41645.19,182.00,Shopee > CPT
ID,Fashion,Non-Mall,3266126786,9608602840,4935638375,943735578,105.06,1626415.00,1610868.00,7984.73,76.00,Shopee > CPT
ID,Fashion,Cross Border,774184950,121993985,9055694402,1408387972,30.54,472801.00,471400.00,5680.76,186.00,Shopee > CPT
PH,FMCG,Non-Mall,5175962842,5803992850,9553374378,5590516146,67.76,3834.00,4506.00,13009.47,192.00,Shopee < CPT
ID,Fashion,Non-Mall,2535124347,4399060535,7993524855,9194353743,74.84,1158524.00,1380265.00,8905.68,119.00,Shopee < CPT
VN,FMCG,Cross Border,8167602580,7714943358,1344461382,2723631824,242.54,5900427.00,5934639.00,35896.13,148.00,Shopee < CPT
ID,Fashion,Non-Mall,8459251459,4032799946,9227046607,387435854,155.21,2402676.00,2822634.00,28868.43,186.00,Shopee < CPT
ID,Electronics,Long Tail (LT),8119019241,2907366371,6983637480,7631594342,13.12,203179.00,204419.00,1509.36,115.00,Shopee < CPT
PH,Lifestyle,Non-Mall,4106178718,7180566676,5407257760,6052699664,171.79,9720.00,10797.00,5153.40,30.00,Shopee < CPT
TH,FMCG,Long Tail (LT),9547928355,2033280927,2433233867,6932797189,79.34,2894.00,2604.00,3807.22,48.00,Shopee > CPT
SG,FMCG,Cross Border,426718243,4033245326,178610687,5997775419,288.70,393.00,460.00,25102.60,87.00,Shopee < CPT
SG,FMCG,Non-Mall,6509949268,5502609150,6815665514,6910645205,3.37,4.00,4.00,117.47,40.00,Shopee = CPT
TH,FMCG,Mall,2810916075,3379785306,4130686346,5937177935,83.81,3058.00,3662.00,6621.13,79.00,Shopee < CPT
ID,FMCG,Cross Border,7778770158,2166245966,8604796185,940122141,336.27,5205588.00,4460266.00,49431.31,147.00,Shopee > CPT
ID,FMCG,Non-Mall,3865276722,3909872399,7733801901,3025353477,66.76,1033493.00,994968.00,7944.55,119.00,Shopee > CPT
MY,Electronics,Mall,2996790,7322469724,8689428765,6754862348,282.19,1322.00,1179.00,20309.17,72.00,Shopee > CPT
ID,Electronics,Cross Border,1240674372,1899398881,679531546,1019010369,0.10,1497.00,1295.00,16.54,171.00,Shopee > CPT
MY,Lifestyle,Non-Mall,5635448920,8069389875,2218020665,7945948895,133.69,626.00,664.00,4007.04,30.00,Shopee < CPT
ID,FMCG,Long Tail (LT),6215579651,778870707,367624903,2681719203,265.31,4107135.00,4229887.00,16979.85,64.00,Shopee < CPT
ID,FMCG,Non-Mall,3459599738,8870687978,274836076,3295281856,246.29,3812740.00,4508397.00,49012.32,199.00,Shopee < CPT
VN,Fashion,Non-Mall,859773785,8813532944,3368026239,6001781146,155.81,3790462.00,3910503.00,25241.18,162.00,Shopee < CPT
SG,Fashion,Cross Border,809110734,2041694578,9897360642,657508201,54.97,74.00,80.00,1032.27,19.00,Shopee < CPT
MY,Fashion,Cross Border,9479288677,4165267410,3526990088,2016175301,39.56,185.00,198.00,1894.70,48.00,Shopee < CPT
SG,Electronics,Long Tail (LT),4935667074,2840451701,5287330747,8226524134,161.65,220.00,197.00,26974.05,167.00,Shopee > CPT
VN,Lifestyle,Cross Border,7472692432,1930902091,3247182310,7208447459,347.99,8465789.00,8235317.00,347.99,1.00,Shopee > CPT
VN,FMCG,Cross Border,304549972,8887666839,7388908911,7548020728,0.48,11748.00,13825.00,7.73,16.00,Shopee < CPT
MY,FMCG,Long Tail (LT),9792147475,2361447943,402034477,8797415397,354.02,1659.00,1979.00,2477.84,7.00,Shopee < CPT
SG,Fashion,Mall,2294774098,8945437992,3434305508,7742271923,164.91,224.00,212.00,20886.16,127.00,Shopee > CPT
TH,Lifestyle,Long Tail (LT),4761205346,9895130355,674514132,8470973,127.79,4662.00,4000.00,6260.89,49.00,Shopee > CPT
ID,FMCG,Cross Border,1290640374,7643660067,2247696228,5536440641,39.79,615949.00,701087.00,5092.95,128.00,Shopee < CPT
ID,Electronics,Cross Border,3197662092,7448366323,2951244222,7403278261,161.60,2501627.00,2376070.00,3555.17,22.00,Shopee > CPT
ID,FMCG,Mall,4444891490,4822680270,6742104143,8109440288,217.56,3367999.00,2839163.00,7614.74,35.00,Shopee > CPT
ID,Fashion,Mall,9547797781,2698768151,6147114455,8351242949,23.07,357086.00,285682.00,3506.16,152.00,Shopee > CPT
VN,Electronics,Mall,2472282207,809888521,8361660781,5942391838,27.62,671807.00,672224.00,1739.75,63.00,Shopee < CPT
VN,Electronics,Cross Border,1263055967,2989763377,7657002607,3102962972,130.92,3184984.00,2972932.00,17543.43,134.00,Shopee > CPT
VN,Fashion,Cross Border,2229477848,496577748,2465328709,7142812755,40.39,982638.00,804210.00,5129.79,127.00,Shopee > CPT
TH,Lifestyle,Non-Mall,5927992535,2645737758,2985060197,9048933395,5.94,216.00,234.00,189.44,32.00,Shopee < CPT
MY,Electronics,Mall,1117229878,8640931009,1600926488,7650931153,228.60,1071.00,966.00,27421.99,120.00,Shopee > CPT
TH,FMCG,Long Tail (LT),6946734859,2599157328,224513511,524241417,280.04,10217.00,12118.00,15961.22,57.00,Shopee < CPT
TH,Electronics,Mall,9599455664,8785946824,94632517,8703254862,97.73,3565.00,3060.00,13385.91,137.00,Shopee > CPT
PH,Fashion,Non-Mall,7963057867,3517636862,2469698232,3891341221,272.23,15403.00,16309.00,47365.37,174.00,Shopee < CPT
SG,Lifestyle,Mall,3498110513,6721347146,7726724859,2564345323,18.27,24.00,27.00,1550.60,88.00,Shopee < CPT
ID,Fashion,Non-Mall,1956584793,3331330888,2235883000,7068915462,230.58,3569568.00,3848656.00,28361.93,123.00,Shopee < CPT
ID,Electronics,Non-Mall,7850802799,2991089140,8856120246,4266441670,113.65,1759330.00,1667288.00,11251.17,99.00,Shopee > CPT
VN,Fashion,Mall,2235891841,982537893,9121446239,4677279837,11.34,275870.00,258013.00,1122.64,99.00,Shopee > CPT
SG,Fashion,Long Tail (LT),699406864,4789357357,2102505255,3623272015,167.27,227.00,241.00,9832.97,59.00,Shopee < CPT
TH,FMCG,Cross Border,1730997822,5164487981,632462673,3572966500,164.95,6018.00,6546.00,15339.21,93.00,Shopee < CPT
ID,Lifestyle,Non-Mall,4433190338,6215426113,2534937521,1595360452,20.18,312388.00,314549.00,2482.07,123.00,Shopee < CPT
SG,Fashion,Long Tail (LT),2246707388,9130619324,4944313596,9811489567,43.87,59.00,65.00,2165.85,50.00,Shopee < CPT
ID,Lifestyle,Non-Mall,7491121215,3570366116,5720475682,4947007172,139.63,2161600.00,2467659.00,7121.32,51.00,Shopee < CPT
ID,Fashion,Long Tail (LT),3129600949,6716206096,7822395776,2603547378,295.49,4574396.00,4240866.00,34572.81,117.00,Shopee > CPT
PH,FMCG,Mall,3118303174,3756337055,457587663,5598684087,234.69,13279.00,10981.00,28161.32,120.00,Shopee > CPT
ID,Lifestyle,Mall,6361467122,6429171988,6669433780,6243008911,100.02,1548303.00,1364682.00,11501.88,115.00,Shopee > CPT
PH,Lifestyle,Non-Mall,9285296224,4243437698,3590024162,6972946472,115.02,6508.00,7370.00,2185.28,19.00,Shopee < CPT
PH,Fashion,Mall,2938241996,7775768639,6196625643,9443170799,114.06,6454.00,5695.00,16652.83,146.00,Shopee > CPT
MY,Lifestyle,Mall,4162180982,1142405704,7031955193,568432592,80.35,376.00,439.00,1123.17,14.00,Shopee < CPT
VN,Lifestyle,Cross Border,9824851137,9360224163,9297473659,7210404764,371.97,9049153.00,9011044.00,33105.52,89.00,Shopee > CPT
PH,FMCG,Cross Border,1068522710,2087660232,9630169042,6867679381,39.38,2228.00,2226.00,6930.02,176.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),2372864334,1237406058,5885462706,2032151524,114.85,1777887.00,2071376.00,3904.79,34.00,Shopee < CPT
TH,Fashion,Long Tail (LT),1504119917,5599363928,7370982836,6164174789,71.19,2597.00,2909.00,11815.38,166.00,Shopee < CPT
TH,FMCG,Cross Border,9210862703,3537234238,2569859833,4511203576,2.86,104.00,118.00,190.97,67.00,Shopee < CPT
TH,Electronics,Cross Border,2643009351,1841659656,6866393953,5937338875,331.59,12098.00,12391.00,2321.02,7.00,Shopee < CPT
VN,FMCG,Long Tail (LT),3909476440,583437357,8699126612,3923563920,124.10,3019120.00,2832097.00,14023.66,113.00,Shopee > CPT
VN,Lifestyle,Long Tail (LT),9015382804,7994600052,3215390516,1747342890,239.15,5817802.00,6690004.00,31567.15,132.00,Shopee < CPT
VN,Electronics,Long Tail (LT),4608011371,193000235,4391348250,3827325035,68.04,1655325.00,1644370.00,11295.20,166.00,Shopee > CPT
ID,Fashion,Long Tail (LT),6510754064,7358360282,2952924574,1282382002,37.76,584515.00,562772.00,4493.22,119.00,Shopee > CPT
ID,Electronics,Long Tail (LT),1972510557,4193247708,4369516597,8650674441,16.03,248169.00,285848.00,1442.80,90.00,Shopee < CPT
ID,Fashion,Cross Border,9344162294,5640173437,1622784999,4968067429,83.49,1292496.00,1152481.00,5844.43,70.00,Shopee > CPT
VN,Fashion,Non-Mall,822332236,589140791,6681536270,3015269199,0.53,13002.00,11200.00,87.12,163.00,Shopee > CPT
ID,Electronics,Long Tail (LT),8299798239,2248408311,8824707240,8522060546,29.47,456214.00,529214.00,4980.47,169.00,Shopee < CPT
ID,Lifestyle,Cross Border,8281428341,4443500024,7446781264,4815021646,219.54,3398600.00,3350492.00,30955.24,141.00,Shopee > CPT
ID,Electronics,Long Tail (LT),6998950103,3726858541,8704958035,868265311,114.46,1771876.00,1425366.00,10873.56,95.00,Shopee > CPT
ID,Electronics,Cross Border,3930340262,2118207017,4650492038,6209264155,77.67,1202366.00,1184313.00,11883.47,153.00,Shopee > CPT
ID,Lifestyle,Non-Mall,4758510106,1379509499,2629050756,6056414577,450.56,6974861.00,5647447.00,23879.57,53.00,Shopee > CPT
ID,FMCG,Non-Mall,5985523306,7816919428,4503097834,8674006508,4.99,77210.00,91618.00,349.13,70.00,Shopee < CPT
ID,Fashion,Cross Border,1970664556,4616817908,2072127307,7188540148,214.55,3321403.00,3918334.00,25531.92,119.00,Shopee < CPT
TH,Fashion,Mall,3625334975,7652680447,73762935,1087530511,265.54,9688.00,8450.00,15931.37,60.00,Shopee > CPT
ID,Electronics,Mall,1033282688,5335255993,1995101605,9038701820,358.81,5554582.00,5071435.00,21887.50,61.00,Shopee > CPT
ID,Fashion,Long Tail (LT),4109439403,2051459506,1657390075,5040070740,30.93,478792.00,400388.00,4639.31,150.00,Shopee > CPT
VN,Electronics,Cross Border,1414595214,9740082515,8582322521,52786901,11.50,279881.00,233434.00,1208.00,105.00,Shopee > CPT
ID,FMCG,Cross Border,4974304764,4040826490,2784593349,2716277868,49.52,766571.00,769004.00,841.81,17.00,Shopee < CPT
ID,FMCG,Long Tail (LT),7197000344,1235847739,5170020662,2998752952,79.55,1231488.00,1200566.00,6443.62,81.00,Shopee > CPT
MY,FMCG,Long Tail (LT),5287006803,7738593878,1858547746,7899237871,309.85,1452.00,1470.00,45542.01,147.00,Shopee < CPT
ID,Electronics,Cross Border,4696423975,8420097486,8496080175,1753214285,20.21,312854.00,275437.00,1839.07,91.00,Shopee > CPT
ID,Fashion,Non-Mall,5439011869,6557564611,2306266457,5012995397,3.70,57337.00,54009.00,433.35,117.00,Shopee > CPT
ID,FMCG,Mall,3810066480,3684442150,5583930477,2887823625,43.67,675967.00,777974.00,829.65,19.00,Shopee < CPT
ID,Electronics,Non-Mall,5278570896,4718944203,9851036473,9314993518,89.20,1380935.00,1106888.00,9812.53,110.00,Shopee > CPT
ID,Lifestyle,Cross Border,1452286366,1596162521,3201052645,8969835198,297.60,4607067.00,5517420.00,49699.96,167.00,Shopee < CPT
SG,Fashion,Mall,4313655749,3589228101,3315058926,60055012,397.20,541.00,539.00,44485.89,112.00,Shopee > CPT
